Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-6158	MAP3K13	PUF60	OrigiMed	MAP3K13-PUF60	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5450	MAP4K5	MAP4K5	OrigiMed	MAP4K5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6836	MAP4K5	SOS2	OrigiMed	MAP4K5-SOS2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2177	MAP4K5	MAP4K5	OrigiMed	MAP4K5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9756	MAP4K5	MAP4K5	OrigiMed	MAP4K5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10187		MAP4K5	OrigiMed	Intergenic-MAP4K5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3613	MAP4K5	MAP4K5	OrigiMed	MAP4K5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9585	CTSS	MCL1	OrigiMed	CTSS-MCL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5983	MDM4	RC3H1	OrigiMed	MDM4-RC3H1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9239	KIF26B	MDM4	OrigiMed	KIF26B-MDM4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4553	MED12	MED12	OrigiMed	MED12-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6117	TAF1	MED12	OrigiMed	TAF1-MED12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9013	TAF1	MED12	OrigiMed	TAF1-MED12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7529	MAP4K2	MEN1	OrigiMed	MAP4K2-MEN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0817	MIR1268A	MEN1	OrigiMed	MIR1268A-MEN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3846	MEN1	SBDS	OrigiMed	MEN1-SBDS	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10155	MYRF	MEN1	OrigiMed	MYRF-MEN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5666	MET	MET	OrigiMed	MET-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2985	RBPMS	MET	OrigiMed	RBPMS-MET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-6556	KLRG2	MET	OrigiMed	KLRG2-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1725	CAPZA2	MET	OrigiMed	CAPZA2-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7971	CSMD3	MET	OrigiMed	CSMD3-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0703	LINC01510	MET	OrigiMed	LINC01510-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3771	CD47	MET	OrigiMed	CD47-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6962	CAPZA2	MET	OrigiMed	CAPZA2-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7947	PCM1	MET	OrigiMed	PCM1-MET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-0036	MET	WNT16	OrigiMed	MET-WNT16	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7837	HOOK3	MET	OrigiMed	HOOK3-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8773	TFG	MET	OrigiMed	TFG-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0754	RASA4B	MET	OrigiMed	RASA4B-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7860	MET	MET	OrigiMed	MET-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2392		MET	OrigiMed	Intergenic-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2247	TRIM4	MET	OrigiMed	TRIM4-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6526	CNTNAP2	MET	OrigiMed	CNTNAP2-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0703	ST7	MET	OrigiMed	ST7-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2052	CAV1	MET	OrigiMed	CAV1-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4909	KIF13B	MET	OrigiMed	KIF13B-MET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-3213	MET	MET	OrigiMed	MET-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0165	MET	ST7	OrigiMed	MET-ST7	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1272	TNS3	MET	OrigiMed	TNS3-MET	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-2525	FOXP2	MET	OrigiMed	FOXP2-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7274		MET	OrigiMed	Intergenic-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6539		MET	OrigiMed	Intergenic-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8976	CAPZA2	MET	OrigiMed	CAPZA2-MET	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2461	MET	MET	OrigiMed	MET-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3411	MYT1L	MET	OrigiMed	MYT1L-MET	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8070	MLH1	MLH1	OrigiMed	MLH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6042	MLH1	MLH1	OrigiMed	MLH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8396	MLH1	SLC22A14	OrigiMed	MLH1-SLC22A14	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3397	MLH1	MLH1	OrigiMed	MLH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5379		MLH1	OrigiMed	Intergenic-MLH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5589	TRANK1	MLH1	OrigiMed	TRANK1-MLH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7324	MLH1	LRRFIP2	OrigiMed	MLH1-LRRFIP2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9383	MLH1	LRRFIP2	OrigiMed	MLH1-LRRFIP2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5570	GRAMD1B	MRE11	OrigiMed	GRAMD1B-MRE11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5505	MRE11	MRE11	OrigiMed	MRE11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9068	MS4A1	ANO3	OrigiMed	MS4A1-ANO3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9110	MSH2		OrigiMed	MSH2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9820	MSH2	ZNF445	OrigiMed	MSH2-ZNF445	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2196		MSH2	OrigiMed	Intergenic-MSH2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2745	MSH2	MSH2	OrigiMed	MSH2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2869	MSH6	FBXO11	OrigiMed	MSH6-FBXO11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8001	MSH6	MSH6	OrigiMed	MSH6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1348	SFXN5	MSH6	OrigiMed	SFXN5-MSH6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8322	MSH6	MSH6	OrigiMed	MSH6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7203	TTC7A	MSH6	OrigiMed	TTC7A-MSH6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2351	MSH6	MSH6	OrigiMed	MSH6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7115	TRAIP	MST1R	OrigiMed	TRAIP-MST1R	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4917	MUTYH	MUTYH	OrigiMed	MUTYH-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1964	MUTYH	MUTYH	OrigiMed	MUTYH-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6316	MYB		OrigiMed	MYB-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0437	MYB	NFIB	OrigiMed	MYB-NFIB	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4467	AHI1	MYB	OrigiMed	AHI1-MYB	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6986	MYB	NFIB	OrigiMed	MYB-NFIB	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1710	MYB	AHI1	OrigiMed	MYB-AHI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0993	MYB	MYB	OrigiMed	MYB-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7294	MYB	MYB	OrigiMed	MYB-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5425	MYB	AHI1	OrigiMed	MYB-AHI1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0759	MYB	NFIB	OrigiMed	MYB-NFIB	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6274	RNF213	MYC	OrigiMed	RNF213-MYC	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7062	NBN	LINC00534	OrigiMed	NBN-LINC00534	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1425	NBN	NBN	OrigiMed	NBN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9856	NBN	NBN	OrigiMed	NBN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4258	NBN	NBN	OrigiMed	NBN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9818		NBN	OrigiMed	Intergenic-NBN	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6512	NBN	OSGIN2	OrigiMed	NBN-OSGIN2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7996	NBN	RIPK2	OrigiMed	NBN-RIPK2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9110	NBN	NBN	OrigiMed	NBN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0066	CHD7	NCOA2	OrigiMed	CHD7-NCOA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4547	NCOA2	NCOA2	OrigiMed	NCOA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5831	NCOA2	NCOA2	OrigiMed	NCOA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6946	CSMD3	NCOA2	OrigiMed	CSMD3-NCOA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4947	NCOA2	NCOA2	OrigiMed	NCOA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2380	NCOA2	LINC01111	OrigiMed	NCOA2-LINC01111	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6540	PAX3	NCOA2	OrigiMed	PAX3-NCOA2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5945	NCOA2	NCOA2	OrigiMed	NCOA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8872	NCOA2	OTOP1	OrigiMed	NCOA2-OTOP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10111	NCOA2		OrigiMed	NCOA2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2254	NCOR1	CDH12	OrigiMed	NCOR1-CDH12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4693	NCOR1	ZNF287	OrigiMed	NCOR1-ZNF287	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10181	TEKT4P2	NCOR1	OrigiMed	TEKT4P2-NCOR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9599	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8744	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5354	NCOR1	SREBF1	OrigiMed	NCOR1-SREBF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5953	NCOR1	ZSWIM7	OrigiMed	NCOR1-ZSWIM7	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9838	SDCCAG8	NCOR1	OrigiMed	SDCCAG8-NCOR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6675	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6030	RILP	NCOR1	OrigiMed	RILP-NCOR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8124	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8744	NCOR1	ASGR2	OrigiMed	NCOR1-ASGR2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0386	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9148	NCOR1	NPEPPS	OrigiMed	NCOR1-NPEPPS	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8637	NCOR1	NCOR1	OrigiMed	NCOR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3518	NEK11	NEK11	OrigiMed	NEK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1933	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2763	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8245	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6585	NF1	NF1	OrigiMed	NF1-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6004	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7345	CNTN5	NF1	OrigiMed	CNTN5-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1630	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8746	NF1	ARHGAP27	OrigiMed	NF1-ARHGAP27	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8312	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7345	NF1	RAB11FIP4	OrigiMed	NF1-RAB11FIP4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4633	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1603	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9562	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2451	NF1	TRIM39	OrigiMed	NF1-TRIM39	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8857	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6060	SLC6A4	NF1	OrigiMed	SLC6A4-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6260		NF1	OrigiMed	Intergenic-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9531	CD68	NF1	OrigiMed	CD68-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0693	NF1	ITGA2	OrigiMed	NF1-ITGA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0947	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2709	LYRM9	NF1	OrigiMed	LYRM9-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6548	NF1	CA10	OrigiMed	NF1-CA10	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9592	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2905	NR1I2	NF1	OrigiMed	NR1I2-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8584	RNF135	NF1	OrigiMed	RNF135-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3561	ADAP2	NF1	OrigiMed	ADAP2-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4759	NF1	CA12	OrigiMed	NF1-CA12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7297	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5828	SPECC1	NF1	OrigiMed	SPECC1-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5591	NF1	RAB11FIP4	OrigiMed	NF1-RAB11FIP4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5161		NF1	OrigiMed	Intergenic-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1977	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1763	NF1	SLC47A1	OrigiMed	NF1-SLC47A1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1221	NF1	DHX58	OrigiMed	NF1-DHX58	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6643	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5398	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6911	NF1	CA10	OrigiMed	NF1-CA10	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7194	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0603	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8658	NF1	ARPP21	OrigiMed	NF1-ARPP21	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9597	NF1	SMURF2	OrigiMed	NF1-SMURF2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5828	FAM117A	NF1	OrigiMed	FAM117A-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8638	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6474	NF1		OrigiMed	NF1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5743	NF1	RAB11FIP4	OrigiMed	NF1-RAB11FIP4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5591		NF1	OrigiMed	Intergenic-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8656	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4290	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2939	NF1	SVEP1	OrigiMed	NF1-SVEP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4853	MYO1D	NF1	OrigiMed	MYO1D-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5669	NF1	NF1	OrigiMed	NF1-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4556	TMEM97	NF1	OrigiMed	TMEM97-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2403	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9280	NF1	NF1	OrigiMed	NF1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2937	WDR72	NF1	OrigiMed	WDR72-NF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4720	NF1	LOC100506985	OrigiMed	NF1-LOC100506985	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1295	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4057	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4441	OSBP2	NF2	OrigiMed	OSBP2-NF2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3923	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1886	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9482	LUC7L	NF2	OrigiMed	LUC7L-NF2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0599	NF2	MTFP1	OrigiMed	NF2-MTFP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3094	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5454	NF2	NF2	OrigiMed	NF2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1875	NF2	unknown	OrigiMed	NF2-unknown	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8647	NF2	NF2	OrigiMed	NF2-NF2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0576	NF2	RAC2	OrigiMed	NF2-RAC2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9170	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4007	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1403	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6474	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4034	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2787	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4129	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5953	NFE2L2	NFE2L2	OrigiMed	NFE2L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6789	NFKBIA	PDE3A	OrigiMed	NFKBIA-PDE3A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3651	NFKBIA	NPAS3	OrigiMed	NFKBIA-NPAS3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9184	NFKBIA	NFKBIA	OrigiMed	NFKBIA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7297	KIAA0391	NFKBIA	OrigiMed	KIAA0391-NFKBIA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6626		NFKBIA	OrigiMed	Intergenic-NFKBIA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7246	NFKBIA	NFKBIA	OrigiMed	NFKBIA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7246	NFKBIA	RALGAPA1	OrigiMed	NFKBIA-RALGAPA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8025	NFKBIA	NFKBIA	OrigiMed	NFKBIA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2585	NOTCH1	NOTCH1	OrigiMed	NOTCH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9582	NOTCH1		OrigiMed	NOTCH1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9967	NOTCH1	SEC16A	OrigiMed	NOTCH1-SEC16A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7612	NOTCH1		OrigiMed	NOTCH1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6995	NOTCH1		OrigiMed	NOTCH1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9092	NOTCH1	SEC16A	OrigiMed	NOTCH1-SEC16A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5979	SCAI	NOTCH1	OrigiMed	SCAI-NOTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3816	NOTCH1	NACC2	OrigiMed	NOTCH1-NACC2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4214	NOTCH1	SELO	OrigiMed	NOTCH1-SELO	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4214	FAM120A2P	NOTCH1	OrigiMed	FAM120A2P-NOTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0907	ICK	NOTCH1	OrigiMed	ICK-NOTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9480	NOTCH1	LINC01451	OrigiMed	NOTCH1-LINC01451	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4388	QSOX2	NOTCH1	OrigiMed	QSOX2-NOTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1083	NOTCH1	NOTCH1	OrigiMed	NOTCH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3140	SEC16A	NOTCH1	OrigiMed	SEC16A-NOTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9490	NOTCH1	NOTCH1	OrigiMed	NOTCH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3230	NOTCH1	NOTCH1	OrigiMed	NOTCH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4037	NOTCH1	NOTCH1	OrigiMed	NOTCH1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3079	NOTCH1	VAV2	OrigiMed	NOTCH1-VAV2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9481	NOTCH1	RBM47	OrigiMed	NOTCH1-RBM47	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1702	NOTCH2	NOTCH2	OrigiMed	NOTCH2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9873	NOTCH2		OrigiMed	NOTCH2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6830	NOTCH2		OrigiMed	NOTCH2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3858	NOTCH2	LIN28A	OrigiMed	NOTCH2-LIN28A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
